institutionId,institution,sector,type,typeCode,foreign,province,city,cityCode,provinceCode,year,score,governance,dataPotential,infrastructure,coreTechnology,operationMomentum,serviceReengineering,riskManagement,sustainability
1,安徽枞阳农村商业银行,银行,农村商业银行,1,0,安徽省,铜陵市,340700,34,2022,0.077333,0.0,0.0,0.0,0.0,0.283333,0.109091,0.109091,0.0
1,安徽枞阳农村商业银行,银行,农村商业银行,1,0,安徽省,铜陵市,340700,34,2023,0.181333,0.133333,0.175,0.030769,0.142857,0.383333,0.363636,0.090909,0.0
1,安徽枞阳农村商业银行,银行,农村商业银行,1,0,安徽省,铜陵市,340700,34,2024,0.170667,0.133333,0.125,0.030769,0.142857,0.3,0.4,0.109091,0.0
2,安徽定远农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2022,0.069333,0.0,0.0,0.0,0.0,0.0,0.145455,0.327273,0.0
2,安徽定远农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2023,0.146667,0.4,0.0,0.0,0.142857,0.233333,0.218182,0.109091,0.0
2,安徽定远农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2024,0.264,0.0,0.0,0.0,0.142857,0.766667,0.236364,0.636364,0.0
2,安徽定远农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2025,0.005333,0.0,0.0,0.0,0.0,0.0,0.036364,0.0,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2014,0.050667,0.0,0.0,0.0,0.0,0.25,0.072727,0.0,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2015,0.074667,0.0,0.0,0.0,0.0,0.3,0.109091,0.072727,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2016,0.077333,0.0,0.125,0.0,0.0,0.216667,0.109091,0.072727,0.05
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2017,0.144,0.0,0.075,0.0,0.028571,0.216667,0.181818,0.490909,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2018,0.074667,0.0,0.15,0.0,0.057143,0.116667,0.163636,0.072727,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2019,0.088,0.0,0.15,0.0,0.485714,0.0,0.072727,0.109091,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2020,0.032,0.0,0.0,0.0,0.0,0.0,0.090909,0.127273,0.0
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2021,0.218667,0.066667,0.35,0.0,0.085714,0.583333,0.272727,0.145455,0.2
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2022,0.32,0.244444,0.275,0.0,0.485714,0.583333,0.636364,0.127273,0.2
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2023,0.413333,0.244444,0.525,0.0,0.6,0.616667,0.527273,0.581818,0.2
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2024,0.338667,0.266667,0.55,0.0,0.457143,0.65,0.509091,0.109091,0.2
3,安徽肥东农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2017,0.154667,0.0,0.1,0.0,0.0,0.2,0.145455,0.618182,0.0
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2018,0.192,0.0,0.225,0.0,0.028571,0.3,0.2,0.6,0.0
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2019,0.205333,0.044444,0.275,0.0,0.028571,0.3,0.218182,0.6,0.0
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2021,0.224,0.0,0.25,0.0,0.057143,0.3,0.327273,0.581818,0.2
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2022,0.224,0.0,0.0,0.0,0.142857,0.283333,0.454545,0.6,0.2
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2023,0.290667,0.0,0.3,0.0,0.0,0.533333,0.472727,0.618182,0.25
4,安徽肥西农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2024,0.248,0.133333,0.525,0.0,0.057143,0.533333,0.363636,0.127273,0.25
5,安徽固镇农村商业银行,银行,农村商业银行,1,0,安徽省,蚌埠市,340300,34,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,安徽含山农村商业银行,银行,农村商业银行,1,0,安徽省,马鞍山市,340500,34,2022,0.157333,0.0,0.45,0.0,0.142857,0.3,0.272727,0.054545,0.0
6,安徽含山农村商业银行,银行,农村商业银行,1,0,安徽省,马鞍山市,340500,34,2023,0.117333,0.0,0.225,0.0,0.0,0.266667,0.290909,0.054545,0.0
6,安徽含山农村商业银行,银行,农村商业银行,1,0,安徽省,马鞍山市,340500,34,2024,0.138667,0.0,0.475,0.0,0.0,0.25,0.290909,0.036364,0.0
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2017,0.136,0.0,0.5,0.0,0.0,0.0,0.090909,0.327273,0.4
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2018,0.157333,0.0,0.0,0.538462,0.0,0.233333,0.181818,0.0,0.0
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2019,0.312,0.0,0.5,0.446154,0.0,0.6,0.218182,0.363636,0.0
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2020,0.114667,0.0,0.0,0.0,0.0,0.65,0.072727,0.0,0.0
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2021,0.349333,0.0,0.5,0.476923,0.142857,0.733333,0.309091,0.254545,0.0
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2022,0.210667,0.0,0.5,0.0,0.0,0.633333,0.272727,0.109091,0.0
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2023,0.088,0.0,0.0,0.0,0.0,0.25,0.2,0.109091,0.05
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2024,0.36,0.133333,0.525,0.476923,0.0,0.266667,0.290909,0.745455,0.2
7,安徽利辛农村商业银行,银行,农村商业银行,1,0,安徽省,亳州市,341600,34,2025,0.029333,0.0,0.0,0.0,0.0,0.0,0.127273,0.072727,0.0
8,安徽马鞍山农村商业银行,银行,农村商业银行,1,0,安徽省,马鞍山市,340500,34,2023,0.082667,0.0,0.0,0.092308,0.0,0.183333,0.145455,0.109091,0.0
8,安徽马鞍山农村商业银行,银行,农村商业银行,1,0,安徽省,马鞍山市,340500,34,2024,0.125333,0.0,0.425,0.076923,0.0,0.183333,0.145455,0.109091,0.0
8,安徽马鞍山农村商业银行,银行,农村商业银行,1,0,安徽省,马鞍山市,340500,34,2025,0.053333,0.0,0.0,0.0,0.0,0.15,0.0,0.2,0.0
9,安徽南陵农村商业银行,银行,农村商业银行,1,0,安徽省,芜湖市,340200,34,2019,0.133333,0.0,0.425,0.092308,0.057143,0.25,0.072727,0.090909,0.05
9,安徽南陵农村商业银行,银行,农村商业银行,1,0,安徽省,芜湖市,340200,34,2020,0.058667,0.0,0.0,0.0,0.0,0.183333,0.054545,0.127273,0.05
9,安徽南陵农村商业银行,银行,农村商业银行,1,0,安徽省,芜湖市,340200,34,2021,0.093333,0.0,0.15,0.076923,0.0,0.133333,0.2,0.072727,0.05
9,安徽南陵农村商业银行,银行,农村商业银行,1,0,安徽省,芜湖市,340200,34,2022,0.090667,0.0,0.0,0.061538,0.028571,0.283333,0.218182,0.0,0.0
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2019,0.232,0.222222,0.55,0.0,0.142857,0.45,0.290909,0.109091,0.05
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2020,0.101333,0.0,0.0,0.0,0.142857,0.25,0.2,0.109091,0.05
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2021,0.226667,0.0,0.05,0.0,0.142857,0.366667,0.345455,0.6,0.2
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2022,0.24,0.0,0.0,0.0,0.142857,0.6,0.309091,0.581818,0.0
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2023,0.176,0.0,0.55,0.0,0.142857,0.233333,0.327273,0.109091,0.05
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2024,0.202667,0.0,0.05,0.0,0.142857,0.233333,0.327273,0.6,0.2
10,安徽宁国农村商业银行,银行,农村商业银行,1,0,安徽省,宣城市,341800,34,2025,0.069333,0.0,0.0,0.0,0.0,0.266667,0.127273,0.036364,0.05
11,安徽祁门农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2019,0.114667,0.0,0.475,0.0,0.0,0.216667,0.163636,0.036364,0.0
11,安徽祁门农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2020,0.210667,0.044444,0.575,0.0,0.142857,0.3,0.254545,0.309091,0.0
11,安徽祁门农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2021,0.288,0.0,0.5,0.0,0.142857,0.6,0.254545,0.6,0.0
11,安徽祁门农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2022,0.154667,0.0,0.475,0.0,0.0,0.25,0.345455,0.090909,0.0
11,安徽祁门农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2023,0.192,0.0,0.275,0.0,0.371429,0.333333,0.363636,0.054545,0.25
11,安徽祁门农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2024,0.016,0.0,0.0,0.0,0.0,0.0,0.109091,0.0,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2017,0.032,0.0,0.075,0.0,0.028571,0.0,0.090909,0.036364,0.05
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2018,0.072,0.0,0.45,0.0,0.0,0.0,0.090909,0.072727,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2019,0.034667,0.0,0.1,0.0,0.028571,0.0,0.090909,0.036364,0.05
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2020,0.029333,0.0,0.0,0.0,0.0,0.0,0.127273,0.072727,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2021,0.085333,0.0,0.0,0.0,0.028571,0.25,0.145455,0.145455,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2022,0.074667,0.0,0.0,0.0,0.028571,0.25,0.090909,0.127273,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2023,0.088,0.0,0.425,0.0,0.028571,0.0,0.218182,0.054545,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2024,0.130667,0.044444,0.275,0.0,0.085714,0.15,0.4,0.036364,0.0
12,安徽潜山农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2025,0.290667,0.0,0.4,0.0,0.371429,0.516667,0.636364,0.181818,0.2
13,安徽青阳农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2023,0.125333,0.088889,0.15,0.0,0.085714,0.116667,0.381818,0.109091,0.0
13,安徽青阳农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2024,0.082667,0.0,0.0,0.0,0.0,0.316667,0.163636,0.036364,0.05
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2017,0.133333,0.0,0.0,0.0,0.0,0.583333,0.163636,0.109091,0.0
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2018,0.197333,0.4,0.0,0.0,0.0,0.583333,0.254545,0.109091,0.05
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2019,0.181333,0.0,0.45,0.0,0.0,0.3,0.472727,0.109091,0.0
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2020,0.258667,0.377778,0.5,0.0,0.0,0.683333,0.236364,0.109091,0.0
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2021,0.176,0.0,0.5,0.0,0.0,0.283333,0.218182,0.309091,0.0
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2022,0.106667,0.0,0.5,0.0,0.0,0.0,0.290909,0.072727,0.0
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2023,0.184,0.0,0.55,0.0,0.0,0.216667,0.509091,0.109091,0.0
14,安徽全椒农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2024,0.250667,0.333333,0.575,0.0,0.457143,0.1,0.272727,0.345455,0.0
15,安徽石台农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2016,0.250667,0.422222,0.45,0.046154,0.0,0.3,0.072727,0.581818,0.0
15,安徽石台农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2018,0.114667,0.0,0.475,0.0,0.0,0.266667,0.072727,0.054545,0.05
15,安徽石台农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2019,0.138667,0.0,0.15,0.0,0.0,0.583333,0.127273,0.054545,0.05
15,安徽石台农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2020,0.141333,0.0,0.275,0.0,0.142857,0.3,0.181818,0.145455,0.05
15,安徽石台农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2024,0.106667,0.0,0.1,0.0,0.142857,0.25,0.163636,0.109091,0.05
15,安徽石台农村商业银行,银行,农村商业银行,1,0,安徽省,池州市,341700,34,2025,0.085333,0.0,0.0,0.0,0.0,0.166667,0.236364,0.109091,0.15
16,安徽舒城农村商业银行,银行,农村商业银行,1,0,安徽省,六安市,341500,34,2020,0.106667,0.0,0.0,0.0,0.0,0.0,0.145455,0.581818,0.0
16,安徽舒城农村商业银行,银行,农村商业银行,1,0,安徽省,六安市,341500,34,2021,0.082667,0.177778,0.0,0.0,0.0,0.2,0.090909,0.109091,0.0
16,安徽舒城农村商业银行,银行,农村商业银行,1,0,安徽省,六安市,341500,34,2022,0.096,0.155556,0.0,0.0,0.0,0.25,0.127273,0.127273,0.0
16,安徽舒城农村商业银行,银行,农村商业银行,1,0,安徽省,六安市,341500,34,2023,0.208,0.244444,0.45,0.0,0.0,0.483333,0.109091,0.163636,0.25
16,安徽舒城农村商业银行,银行,农村商业银行,1,0,安徽省,六安市,341500,34,2024,0.194667,0.222222,0.6,0.0,0.0,0.333333,0.345455,0.0,0.0
17,安徽泗县农村商业银行,银行,农村商业银行,1,0,安徽省,宿州市,341300,34,2022,0.144,0.044444,0.1,0.184615,0.0,0.25,0.236364,0.145455,0.0
17,安徽泗县农村商业银行,银行,农村商业银行,1,0,安徽省,宿州市,341300,34,2023,0.085333,0.022222,0.025,0.0,0.0,0.15,0.236364,0.145455,0.0
17,安徽泗县农村商业银行,银行,农村商业银行,1,0,安徽省,宿州市,341300,34,2024,0.162667,0.333333,0.475,0.0,0.0,0.15,0.127273,0.109091,0.25
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2018,0.085333,0.0,0.0,0.338462,0.028571,0.0,0.127273,0.036364,0.0
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2019,0.021333,0.0,0.0,0.0,0.0,0.033333,0.054545,0.054545,0.0
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2020,0.074667,0.022222,0.125,0.0,0.0,0.25,0.090909,0.036364,0.0
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2021,0.149333,0.422222,0.0,0.0,0.142857,0.25,0.090909,0.218182,0.0
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2022,0.261333,0.622222,0.075,0.0,0.142857,0.25,0.236364,0.6,0.05
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2023,0.157333,0.044444,0.1,0.0,0.028571,0.283333,0.345455,0.290909,0.0
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2024,0.101333,0.0,0.075,0.0,0.142857,0.25,0.163636,0.109091,0.0
18,安徽宿松农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2025,0.050667,0.0,0.0,0.0,0.0,0.166667,0.054545,0.109091,0.0
19,安徽太湖农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2022,0.130667,0.0,0.375,0.0,0.0,0.25,0.218182,0.054545,0.2
19,安徽太湖农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2023,0.229333,0.6,0.4,0.076923,0.0,0.3,0.236364,0.127273,0.0
19,安徽太湖农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2024,0.218667,0.4,0.5,0.076923,0.0,0.333333,0.181818,0.163636,0.0
19,安徽太湖农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2025,0.072,0.0,0.0,0.0,0.0,0.15,0.109091,0.218182,0.0
20,安徽天长农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2024,0.184,0.288889,0.55,0.0,0.0,0.3,0.090909,0.109091,0.25
20,安徽天长农村商业银行,银行,农村商业银行,1,0,安徽省,滁州市,341100,34,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2015,0.08,0.0,0.0,0.0,0.0,0.116667,0.072727,0.345455,0.0
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2016,0.050667,0.0,0.0,0.0,0.0,0.116667,0.109091,0.109091,0.0
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2018,0.04,0.0,0.0,0.0,0.0,0.116667,0.072727,0.072727,0.0
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2019,0.069333,0.177778,0.0,0.0,0.0,0.15,0.036364,0.127273,0.0
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2023,0.28,0.244444,0.45,0.0,0.171429,0.5,0.472727,0.163636,0.25
21,安徽桐城农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2024,0.232,0.0,0.35,0.0,0.0,0.5,0.509091,0.145455,0.35
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2018,0.090667,0.0,0.425,0.0,0.0,0.15,0.090909,0.054545,0.0
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2019,0.128,0.311111,0.125,0.076923,0.0,0.15,0.090909,0.181818,0.0
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2020,0.250667,0.355556,0.575,0.076923,0.0,0.316667,0.272727,0.2,0.25
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2021,0.165333,0.244444,0.4,0.0,0.085714,0.266667,0.181818,0.109091,0.0
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2022,0.136,0.177778,0.45,0.0,0.0,0.283333,0.090909,0.054545,0.0
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2023,0.178667,0.155556,0.55,0.092308,0.0,0.266667,0.181818,0.109091,0.0
22,安徽望江农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2024,0.210667,0.266667,0.55,0.0,0.0,0.25,0.2,0.254545,0.25
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2018,0.029333,0.0,0.1,0.0,0.0,0.0,0.072727,0.054545,0.0
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2019,0.304,0.222222,0.55,0.0,0.371429,0.55,0.254545,0.327273,0.2
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2020,0.442667,0.4,0.55,0.323077,0.4,0.633333,0.490909,0.381818,0.25
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2021,0.490667,0.622222,0.55,0.2,0.4,0.633333,0.509091,0.654545,0.25
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2022,0.514667,0.644444,0.575,0.169231,0.428571,0.7,0.581818,0.636364,0.3
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2023,0.509333,0.488889,0.55,0.215385,0.542857,0.716667,0.545455,0.636364,0.3
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2024,0.466667,0.422222,0.575,0.323077,0.514286,0.65,0.454545,0.436364,0.3
23,安徽新安银行,银行,民营银行,2,0,安徽省,合肥市,340100,34,2025,0.432,0.511111,0.575,0.215385,0.485714,0.6,0.545455,0.236364,0.3
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2013,0.037333,0.0,0.1,0.0,0.028571,0.0,0.072727,0.072727,0.05
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2014,0.045333,0.0,0.0,0.0,0.0,0.15,0.072727,0.054545,0.05
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2015,0.069333,0.0,0.1,0.0,0.028571,0.166667,0.072727,0.109091,0.05
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2016,0.082667,0.0,0.1,0.0,0.028571,0.266667,0.072727,0.109091,0.0
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2019,0.053333,0.0,0.1,0.0,0.0,0.15,0.072727,0.054545,0.0
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2020,0.082667,0.0,0.275,0.0,0.028571,0.15,0.072727,0.109091,0.0
24,安徽休宁农村商业银行,银行,农村商业银行,1,0,安徽省,黄山市,341000,34,2021,0.322667,0.377778,0.0,0.461538,0.485714,0.733333,0.109091,0.109091,0.05
25,安徽叶集农村商业银行,银行,农村商业银行,1,0,安徽省,六安市,341500,34,2024,0.325333,0.266667,0.65,0.0,0.314286,0.616667,0.327273,0.254545,0.2
26,安徽长丰农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2021,0.202667,0.355556,0.5,0.0,0.142857,0.116667,0.454545,0.054545,0.0
26,安徽长丰农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2022,0.253333,0.088889,0.475,0.030769,0.085714,0.683333,0.4,0.072727,0.0
26,安徽长丰农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2023,0.064,0.0,0.0,0.0,0.142857,0.0,0.236364,0.109091,0.0
26,安徽长丰农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2024,0.122667,0.0,0.475,0.0,0.0,0.233333,0.090909,0.127273,0.05
26,安徽长丰农村商业银行,银行,农村商业银行,1,0,安徽省,合肥市,340100,34,2025,0.184,0.0,0.0,0.0,0.0,0.55,0.563636,0.0,0.25
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2014,0.053333,0.0,0.0,0.0,0.0,0.183333,0.163636,0.0,0.0
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2015,0.082667,0.022222,0.1,0.0,0.0,0.266667,0.072727,0.109091,0.0
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2019,0.093333,0.022222,0.1,0.0,0.0,0.25,0.218182,0.036364,0.05
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2020,0.138667,0.311111,0.225,0.123077,0.0,0.166667,0.072727,0.127273,0.0
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2021,0.136,0.0,0.275,0.092308,0.0,0.233333,0.163636,0.127273,0.2
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2022,0.109333,0.0,0.0,0.107692,0.0,0.15,0.218182,0.163636,0.2
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2023,0.261333,0.066667,0.475,0.092308,0.057143,0.65,0.4,0.127273,0.0
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2024,0.162667,0.355556,0.45,0.076923,0.0,0.15,0.072727,0.145455,0.05
27,安庆农村商业银行,银行,农村商业银行,1,0,安徽省,安庆市,340800,34,2025,0.096,0.0,0.0,0.0,0.0,0.15,0.381818,0.090909,0.05
28,安顺农村商业银行,银行,农村商业银行,1,0,贵州省,安顺市,520400,52,2021,0.130667,0.444444,0.0,0.0,0.028571,0.216667,0.2,0.054545,0.05
28,安顺农村商业银行,银行,农村商业银行,1,0,贵州省,安顺市,520400,52,2022,0.234667,0.511111,0.225,0.461538,0.0,0.25,0.072727,0.127273,0.0
28,安顺农村商业银行,银行,农村商业银行,1,0,贵州省,安顺市,520400,52,2023,0.216,0.2,0.25,0.092308,0.142857,0.583333,0.090909,0.109091,0.25
28,安顺农村商业银行,银行,农村商业银行,1,0,贵州省,安顺市,520400,52,2024,0.144,0.177778,0.6,0.0,0.0,0.15,0.090909,0.145455,0.0
29,鞍山银行,银行,城市商业银行,3,0,辽宁省,鞍山市,210300,21,2019,0.176,0.355556,0.0,0.046154,0.2,0.283333,0.254545,0.109091,0.15
30,澳大利亚和新西兰银行(中国)有限公司,银行,外资银行,4,1,上海市,上海市,310000,31,2011,0.242667,0.466667,0.475,0.384615,0.171429,0.0,0.2,0.072727,0.25
30,澳大利亚和新西兰银行(中国)有限公司,银行,外资银行,4,1,上海市,上海市,310000,31,2012,0.04,0.0,0.0,0.0,0.171429,0.0,0.036364,0.0,0.35
30,澳大利亚和新西兰银行(中国)有限公司,银行,外资银行,4,1,上海市,上海市,310000,31,2013,0.072,0.0,0.0,0.092308,0.171429,0.0,0.127273,0.036364,0.3
30,澳大利亚和新西兰银行(中国)有限公司,银行,外资银行,4,1,上海市,上海市,310000,31,2014,0.456,0.6,0.525,0.461538,0.428571,0.55,0.6,0.036364,0.5
30,澳大利亚和新西兰银行(中国)有限公司,银行,外资银行,4,1,上海市,上海市,310000,31,2015,0.576,0.6,0.35,0.461538,0.571429,0.65,0.654545,0.709091,0.55
